通用码,数据模式,V6方法,V6.1方法,V6_MASE,V6.1_MASE,V6总量误差,V6.1总量误差,优胜者
CF3300320001,sparse,croston,croston,0.0299,0.0299,0.96,0.96,V6
CF3300350593,trending,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CF3300350594,trending,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CF3300350595,trending,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CF3300350596,trending,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CJ1010002556,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010003287,intermittent,adida,adida,0.0031,0.0031,0.39,0.39,V6.1
CJ1010003584,intermittent,optimized_ses,optimized_ses,0.0672,0.0672,3.64,3.64,V6
CJ1010003803,intermittent,weighted_ma_5,weighted_ma_5,0.0175,0.0175,0.33,0.33,V6
CJ1010003846,intermittent,winsorized,winsorized,0.0921,0.0921,3.19,3.19,V6
CJ1010003857,intermittent,ma_3,ma_3,0.0168,0.0168,0.67,0.67,V6
CJ1010003867,stable,optimized_hw,optimized_hw,0.0607,0.0607,10.38,10.38,V6.1
CJ1010003937,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010003958,intermittent,tsb_opt,tsb_opt,0.0288,0.0288,1.42,1.42,V6.1
CJ1010004051,intermittent,winsorized,winsorized,0.4473,0.4473,45.62,45.62,V6
CJ1010004074,seasonal,damped_trend,damped_trend,0.0423,0.0423,7.54,7.54,V6
CJ1010004086,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010004169,seasonal,seasonal_naive,seasonal_naive,0.0427,0.0427,4.0,4.0,V6.1
CJ1010004170,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010004439,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010004510,lumpy,tsb_opt,tsb_opt,0.16,0.16,27.52,27.52,V6.1
CJ1010004675,seasonal,ma_3,ma_3,0.0106,0.0106,5.0,5.0,V6.1
CJ1010004676,stable,ma_3,ma_3,0.0636,0.0636,25.0,25.0,V6.1
CJ1010004903,trending,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010004973,intermittent,sba,sba,0.235,0.235,2.82,2.82,V6
CJ1010004974,seasonal,theta,theta,0.0172,0.0172,3.37,3.37,V6
CJ1010005169,sparse,winsorized,winsorized,0.0136,0.0136,0.12,0.12,V6.1
CJ1010005251,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010005351,lumpy,naive_drift,naive_drift,0.2033,0.2033,10.0,10.0,V6.1
CJ1010005371,sparse,adida,adida,0.1384,0.1384,3.96,3.96,V6
CJ1010005477,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010005478,seasonal,damped_trend,damped_trend,0.0106,0.0106,5.53,5.53,V6.1
CJ1010005505,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010005517,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010005522,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010005528,stable,optimized_hw,optimized_hw,0.4315,0.4315,144.46,144.46,V6.1
CJ1010005530,trending,holt_winters,holt_winters,0.009,0.009,0.78,0.78,V6
CJ1010005533,seasonal,naive_drift,naive_drift,0.0758,0.0758,7.0,7.0,V6.1
CJ1010005539,stable,damped_trend,damped_trend,0.0349,0.0349,8.07,8.07,V6
CJ1010005550,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010005576,intermittent,interval_based,interval_based,0.0216,0.0216,0.85,0.85,V6
CJ1010005588,stable,theta,theta,0.0105,0.0105,2.88,2.88,V6.1
CJ1010005594,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010005601,trending,seasonal_naive,seasonal_naive,0.0297,0.0297,18.0,18.0,V6
CJ1010005611,lumpy,interval_based,interval_based,2.6931,2.6931,54.4,54.4,V6.1
CJ1010005632,sparse,croston,croston,0.1946,0.1946,11.25,11.25,V6.1
CJ1010005639,lumpy,winsorized,winsorized,0.0,0.0,0.0,0.0,持平
CJ1010005640,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010005660,stable,optimized_des,optimized_des,0.0135,0.0135,2.09,2.09,V6
CJ1010005668,seasonal,holt_winters,holt_winters,0.0,0.0,0.0,0.0,持平
CJ1010005671,intermittent,interval_based,interval_based,0.001,0.001,0.02,0.02,V6
CJ1010005745,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ1010005875,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010005942,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ1010006139,intermittent,interval_based,interval_based,0.1043,0.1043,2.79,2.79,V6.1
CJ1010006199,intermittent,ma_3,ma_3,0.3788,0.3788,16.67,16.67,V6.1
CJ1010006263,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010006293,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010006374,intermittent,weighted_ma_5,weighted_ma_5,0.1701,0.1701,8.33,8.33,V6.1
CJ1010006464,seasonal,seasonal_naive,seasonal_naive,1.3235,1.3235,9.0,9.0,V6
CJ1010006471,sparse,croston,croston,1.7218,1.7218,4.48,4.48,V6.1
CJ1010006502,trending,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1010006503,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010006593,intermittent,naive_drift,naive_drift,0.2143,0.2143,1.2,1.2,V6.1
CJ1010006627,intermittent,optimized_ses,optimized_ses,0.1342,0.1342,11.92,11.92,V6
CJ1010006631,intermittent,croston,croston,0.012,0.012,0.44,0.44,V6.1
CJ1010006642,seasonal,naive_drift,naive_drift,0.0769,0.0769,3.0,3.0,V6
CJ1010006645,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010006741,stable,ma_3,ma_3,0.0471,0.0471,8.0,8.0,V6
CJ1010006743,stable,weighted_ma_5,weighted_ma_5,0.0104,0.0104,1.67,1.67,V6
CJ1010006751,intermittent,tsb_opt,tsb_opt,0.0063,0.0063,0.35,0.35,V6
CJ1010006896,seasonal,seasonal_naive,seasonal_naive,0.0954,0.0954,25.0,25.0,V6
CJ1010006909,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010006926,intermittent,interval_based,interval_based,0.0354,0.0354,1.7,1.7,V6.1
CJ1010006958,intermittent,winsorized,winsorized,0.0087,0.0087,0.31,0.31,V6.1
CJ1010007001,intermittent,median_5,median_5,0.202,0.202,4.0,4.0,V6
CJ1010007035,intermittent,adida,adida,0.0307,0.0307,1.4,1.4,V6
CJ1010007063,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007103,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007122,intermittent,optimized_ses,optimized_ses,0.1003,0.1003,8.63,8.63,V6
CJ1010007137,seasonal,optimized_hw,optimized_hw,0.0485,0.0485,3.73,3.73,V6
CJ1010007140,sparse,croston,croston,0.0139,0.0139,0.45,0.45,V6
CJ1010007156,intermittent,naive_drift,naive_drift,0.069,0.069,0.4,0.4,V6.1
CJ1010007191,intermittent,winsorized,winsorized,0.017,0.017,0.56,0.56,V6
CJ1010007210,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010007222,sparse,croston,croston,0.0097,0.0097,0.05,0.05,V6
CJ1010007319,sparse,naive_drift,naive_drift,0.0291,0.0291,0.3,0.3,V6
CJ1010007334,erratic,median_5,median_5,0.0784,0.0784,10.0,10.0,V6.1
CJ1010007337,intermittent,interval_based,interval_based,0.012,0.012,0.61,0.61,V6
CJ1010007360,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007386,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007390,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010007452,sparse,tsb_opt,tsb_opt,0.0754,0.0754,3.85,3.85,V6.1
CJ1010007454,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007548,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007576,intermittent,ma_3,ma_3,0.2315,0.2315,13.33,13.33,V6.1
CJ1010007591,seasonal,ma_5,ma_5,0.1029,0.1029,5.0,5.0,V6.1
CJ1010007647,seasonal,optimized_des,optimized_des,0.0048,0.0048,0.1,0.1,V6.1
CJ1010007687,intermittent,winsorized,winsorized,0.0009,0.0009,0.06,0.06,V6
CJ1010007782,intermittent,adida,adida,0.0532,0.0532,1.0,1.0,V6.1
CJ1010007810,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010007843,stable,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010007848,stable,optimized_des,optimized_des,0.172,0.172,92.7,92.7,V6
CJ1010007850,erratic,weighted_ma_5,weighted_ma_5,0.0101,0.0101,1.67,1.67,V6
CJ1010007851,erratic,adida,adida,0.473,0.473,52.6,52.6,V6
CJ1010007854,sparse,croston,croston,0.0311,0.0311,0.53,0.53,V6.1
CJ1010007904,intermittent,ma_3,ma_3,0.0347,0.0347,1.67,1.67,V6
CJ1010007905,intermittent,sba,sba,0.1444,0.1444,6.96,6.96,V6
CJ1010007928,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007969,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010007993,intermittent,theta,theta,0.0561,0.0561,2.25,2.25,V6
CJ1010007994,intermittent,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1010007999,lumpy,tsb_opt,tsb_opt,0.1861,0.1861,4.45,4.45,V6
CJ1010008000,erratic,ma_3,ma_3,0.0338,0.0338,16.33,16.33,V6.1
CJ1010008037,stable,interval_based,interval_based,0.0469,0.0469,5.04,5.04,V6
CJ1010008038,stable,ma_7,ma_7,0.0151,0.0151,2.14,2.14,V6
CJ1010008046,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010008086,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010008144,intermittent,winsorized,winsorized,0.0145,0.0145,0.62,0.62,V6
CJ1010008188,sparse,interval_based,interval_based,0.3135,0.3135,3.64,3.64,V6.1
CJ1010008196,seasonal,ma_5,ma_5,0.0623,0.0623,2.0,2.0,V6
CJ1010008204,lumpy,tsb_opt,tsb_opt,0.0529,0.0529,0.25,0.25,V6
CJ1010008240,lumpy,ma_5,ma_5,0.0741,0.0741,2.0,2.0,V6.1
CJ1010008259,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010008261,stable,theta,theta,0.158,0.158,26.0,26.0,V6.1
CJ1010008371,seasonal,optimized_hw,optimized_hw,0.0449,0.0449,2.18,2.18,V6
CJ1010008381,intermittent,winsorized,winsorized,0.0446,0.0446,0.62,0.62,V6
CJ1010008453,seasonal,optimized_hw,optimized_hw,0.0758,0.0758,2.03,2.03,V6
CJ1010008489,lumpy,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010008533,intermittent,winsorized,winsorized,0.0042,0.0042,0.31,0.31,V6.1
CJ1010008568,seasonal,optimized_hw,optimized_hw,0.1139,0.1139,3.8,3.8,V6.1
CJ1010008616,intermittent,adida,adida,0.0901,0.0901,0.94,0.94,V6
CJ1010008725,intermittent,sba,sba,0.0021,0.0021,0.02,0.02,V6
CJ1010008815,seasonal,seasonal_naive,seasonal_naive,0.0421,0.0421,14.0,14.0,V6.1
CJ1010008860,seasonal,optimized_hw,optimized_hw,2.4974,2.4974,28.47,28.47,V6.1
CJ1010008951,lumpy,weighted_ma_5,weighted_ma_5,0.1932,0.1932,1.33,1.33,V6
CJ1010009191,lumpy,croston,croston,0.012,0.012,0.41,0.41,V6.1
CJ1010009404,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010010478,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010061096,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010061301,erratic,weighted_ma_5,weighted_ma_5,0.0509,0.0509,6.67,6.67,V6.1
CJ1010061352,sparse,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010061355,all_zero,optimized_ses,optimized_ses,0.476,0.476,6.0,6.0,V6.1
CJ1010071092,intermittent,interval_based,interval_based,0.1223,0.1223,10.86,10.86,V6.1
CJ1010071343,seasonal,optimized_ses,optimized_ses,0.0473,0.0473,6.44,6.44,V6
CJ1010071355,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010071373,seasonal,optimized_des,optimized_des,0.2477,0.2477,96.49,96.49,V6.1
CJ1010071480,stable,ma_3,ma_3,0.0307,0.0307,13.33,13.33,V6
CJ1010101644,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010101786,seasonal,holt_winters,holt_winters,0.0,0.0,0.0,0.0,持平
CJ1010101830,sparse,adida,adida,0.0496,0.0496,4.17,4.17,V6
CJ1010101842,intermittent,weighted_ma_5,weighted_ma_5,0.0751,0.0751,16.67,16.67,V6.1
CJ1010101843,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010121214,seasonal,seasonal_naive,seasonal_naive,0.0472,0.0472,10.0,10.0,V6.1
CJ1010121304,seasonal,optimized_des,optimized_des,0.0241,0.0241,1.73,1.73,V6.1
CJ1010121305,intermittent,weighted_ma_5,weighted_ma_5,0.0779,0.0779,16.67,16.67,V6.1
CJ1010121317,seasonal,optimized_ses,optimized_ses,0.0438,0.0438,5.43,5.43,V6.1
CJ1010121357,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010121496,sparse,interval_based,interval_based,0.8424,0.8424,10.11,10.11,V6.1
CJ1010121509,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010121510,seasonal,damped_trend,damped_trend,0.055,0.055,7.04,7.04,V6
CJ1010121584,lumpy,adida,adida,0.3483,0.3483,104.5,104.5,V6
CJ1010121663,seasonal,ma_3,ma_3,0.392,0.392,213.33,213.33,V6
CJ1010121688,intermittent,optimized_ses,optimized_ses,0.1221,0.1221,140.31,140.31,V6
CJ1010121703,intermittent,winsorized,winsorized,0.3634,0.3634,15.63,15.63,V6.1
CJ1010121804,seasonal,theta,theta,0.4258,0.4258,30.32,30.32,V6
CJ1010130154,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010130261,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010130283,seasonal,seasonal_naive,seasonal_naive,0.3937,0.3937,10.0,10.0,V6
CJ1010130285,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010140298,lumpy,winsorized,winsorized,0.1203,0.1203,47.5,47.5,V6.1
CJ1010140384,intermittent,croston,croston,0.0264,0.0264,3.27,3.27,V6
CJ1010140414,seasonal,holt_winters,holt_winters,0.2804,0.2804,45.43,45.43,V6
CJ1010160594,seasonal,optimized_hw,optimized_hw,0.0847,0.0847,5.0,5.0,V6
CJ1010160989,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010161081,seasonal,optimized_hw,optimized_hw,0.1363,0.1363,40.88,40.88,V6.1
CJ1010161410,intermittent,adida,adida,0.0526,0.0526,1.0,1.0,V6
CJ1010250007,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010270017,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010270027,seasonal,naive_drift,naive_drift,0.2075,0.2075,3.3,3.3,V6
CJ1010270029,trending,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010270032,seasonal,theta,theta,0.0055,0.0055,0.02,0.02,V6.1
CJ1010270041,stable,damped_trend,damped_trend,0.0123,0.0123,0.37,0.37,V6
CJ1010270046,intermittent,adida,adida,0.7083,0.7083,3.4,3.4,V6
CJ1010270082,stable,theta,theta,0.1905,0.1905,6.23,6.23,V6.1
CJ1010300047,trending,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ1010420069,intermittent,ma_5,ma_5,0.0654,0.0654,1.0,1.0,V6.1
CJ1010420301,sparse,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1010420404,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010420444,stable,naive_drift,naive_drift,0.0476,0.0476,1.6,1.6,V6
CJ1010420445,seasonal,median_5,median_5,0.0227,0.0227,1.0,1.0,V6.1
CJ1010420476,seasonal,optimized_des,optimized_des,0.0104,0.0104,0.1,0.1,V6
CJ1010420517,lumpy,weighted_ma_5,weighted_ma_5,0.0211,0.0211,0.33,0.33,V6.1
CJ1010420522,intermittent,adida,adida,0.0216,0.0216,0.43,0.43,V6.1
CJ1010420523,erratic,sba,sba,0.0301,0.0301,3.12,3.12,V6
CJ1010420540,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010420545,stable,ma_3,ma_3,0.3895,0.3895,48.33,48.33,V6.1
CJ1010420564,intermittent,winsorized,winsorized,2.5781,2.5781,4.12,4.12,V6
CJ1010420618,stable,theta,theta,0.0093,0.0093,4.73,4.73,V6
CJ1010420623,intermittent,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CJ1010420627,seasonal,optimized_hw,optimized_hw,0.0573,0.0573,17.05,17.05,V6
CJ1010420635,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010420659,sparse,ma_5,ma_5,0.3846,0.3846,1.0,1.0,V6
CJ1010420674,seasonal,optimized_des,optimized_des,0.0096,0.0096,0.17,0.17,V6.1
CJ1010420678,intermittent,adida,adida,0.0305,0.0305,1.37,1.37,V6
CJ1010420686,intermittent,optimized_ses,optimized_ses,0.0063,0.0063,0.16,0.16,V6
CJ1010420692,erratic,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1010420731,intermittent,sba,sba,0.0589,0.0589,2.48,2.48,V6.1
CJ1010420739,intermittent,optimized_ses,optimized_ses,0.0033,0.0033,0.03,0.03,V6
CJ1010420750,seasonal,naive_drift,naive_drift,0.0959,0.0959,10.8,10.8,V6
CJ1010420751,seasonal,optimized_hw,optimized_hw,0.0316,0.0316,4.81,4.81,V6.1
CJ1010420753,intermittent,optimized_ses,optimized_ses,0.0422,0.0422,0.79,0.79,V6
CJ1010440099,seasonal,optimized_ses,optimized_ses,0.4888,0.4888,62.56,62.56,V6.1
CJ1010480071,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480085,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010480086,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480124,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480141,intermittent,optimized_ses,optimized_ses,0.158,0.158,7.08,7.08,V6.1
CJ1010480146,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480171,seasonal,holt_winters,holt_winters,0.0,0.0,0.0,0.0,持平
CJ1010480173,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480180,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480224,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480232,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480238,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480297,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480366,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010480368,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480369,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480385,lumpy,winsorized,winsorized,0.0,0.0,0.0,0.0,持平
CJ1010480386,lumpy,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480387,intermittent,croston,croston,0.035,0.035,1.2,1.2,V6.1
CJ1010480389,seasonal,theta,theta,0.0,0.0,0.0,0.0,持平
CJ1010480397,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480426,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480434,seasonal,holt_winters,holt_winters,0.0,0.0,0.0,0.0,持平
CJ1010480454,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010480478,lumpy,winsorized,winsorized,0.0699,0.0699,17.5,17.5,V6.1
CJ1010480487,lumpy,winsorized,winsorized,0.0,0.0,0.0,0.0,持平
CJ1010480534,intermittent,interval_based,interval_based,0.7963,0.7963,2.87,2.87,V6.1
CJ1010490031,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010490054,lumpy,adida,adida,0.039,0.039,1.02,1.02,V6.1
CJ1010490077,intermittent,optimized_ses,optimized_ses,0.0528,0.0528,2.01,2.01,V6
CJ1010490079,intermittent,theta,theta,0.0011,0.0011,0.08,0.08,V6.1
CJ1010490081,lumpy,ma_3,ma_3,0.0769,0.0769,1.0,1.0,V6
CJ1010510004,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510047,stable,ma_7,ma_7,0.4762,0.4762,1.71,1.71,V6.1
CJ1010510048,intermittent,interval_based,interval_based,0.6878,0.6878,1.38,1.38,V6
CJ1010510055,intermittent,sba,sba,0.11,0.11,0.26,0.26,V6.1
CJ1010510056,seasonal,theta,theta,0.1014,0.1014,0.52,0.52,V6.1
CJ1010510063,trending,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1010510064,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010510066,all_zero,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010510067,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510074,lumpy,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1010510079,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510093,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010510094,seasonal,theta,theta,0.6636,0.6636,6.64,6.64,V6.1
CJ1010510097,seasonal,ma_3,ma_3,0.1282,0.1282,0.67,0.67,V6
CJ1010510100,seasonal,median_5,median_5,0.1818,0.1818,2.0,2.0,V6
CJ1010510103,intermittent,optimized_ses,optimized_ses,0.2172,0.2172,0.91,0.91,V6
CJ1010510104,intermittent,croston,croston,0.0313,0.0313,0.12,0.12,V6
CJ1010510111,intermittent,croston,croston,0.3135,0.3135,0.34,0.34,V6
CJ1010510117,trending,theta,theta,0.5075,0.5075,9.08,9.08,V6.1
CJ1010510118,intermittent,weighted_ma_5,weighted_ma_5,0.2222,0.2222,0.33,0.33,V6
CJ1010510127,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510128,intermittent,croston,croston,0.0115,0.0115,0.03,0.03,V6
CJ1010510130,stable,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510133,stable,interval_based,interval_based,0.0433,0.0433,0.43,0.43,V6.1
CJ1010510136,intermittent,interval_based,interval_based,0.0455,0.0455,0.2,0.2,V6.1
CJ1010510140,seasonal,ma_3,ma_3,0.9722,0.9722,2.33,2.33,V6
CJ1010510141,seasonal,naive_drift,naive_drift,0.1373,0.1373,0.7,0.7,V6.1
CJ1010510146,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510147,stable,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1010510148,seasonal,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1010510151,stable,interval_based,interval_based,0.0354,0.0354,0.28,0.28,V6
CJ1010520098,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1010520165,intermittent,sba,sba,0.0687,0.0687,0.79,0.79,V6.1
CJ1010520186,intermittent,ma_3,ma_3,0.1333,0.1333,0.33,0.33,V6
CJ1010520297,intermittent,theta,theta,0.2516,0.2516,0.83,0.83,V6
CJ1010520299,intermittent,interval_based,interval_based,0.0902,0.0902,0.25,0.25,V6.1
CJ1010520302,intermittent,adida,adida,0.25,0.25,0.5,0.5,V6.1
CJ1010520303,seasonal,damped_trend,damped_trend,0.0846,0.0846,0.19,0.19,V6
CJ1010520318,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1010520319,stable,interval_based,interval_based,0.0074,0.0074,0.04,0.04,V6
CJ1010520352,intermittent,winsorized,winsorized,0.0926,0.0926,0.25,0.25,V6.1
CJ1010520384,intermittent,tsb_opt,tsb_opt,0.2061,0.2061,0.33,0.33,V6
CJ1010550017,trending,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1010550023,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021050036,intermittent,interval_based,interval_based,0.5847,0.5847,145.6,145.6,V6
CJ1021050037,stable,seasonal_naive,seasonal_naive,0.0036,0.0036,1.0,1.0,V6
CJ1021050058,intermittent,sba,sba,0.1721,0.1721,37.82,37.82,V6.1
CJ1021050059,trending,ma_3,ma_3,0.0725,0.0725,16.67,16.67,V6.1
CJ1021050078,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ1021050080,seasonal,theta,theta,0.2124,0.2124,85.99,85.99,V6
CJ1021050081,seasonal,optimized_ses,optimized_ses,0.1398,0.1398,8.11,8.11,V6
CJ1021050082,intermittent,croston,croston,0.2337,0.2337,11.68,11.68,V6.1
CJ1021050087,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1021050115,intermittent,median_5,median_5,0.0093,0.0093,1.0,1.0,V6.1
CJ1021050117,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021050118,intermittent,tsb_opt,tsb_opt,0.0085,0.0085,1.91,1.91,V6.1
CJ1021050120,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1021050123,intermittent,ma_3,ma_3,0.1316,0.1316,10.0,10.0,V6.1
CJ1021050129,intermittent,interval_based,interval_based,0.0385,0.0385,5.2,5.2,V6
CJ1021050131,seasonal,ma_5,ma_5,0.1581,0.1581,40.0,40.0,V6
CJ1021050141,intermittent,adida,adida,0.15,0.15,25.2,25.2,V6.1
CJ1021050142,seasonal,holt_winters,holt_winters,0.0814,0.0814,35.63,35.63,V6
CJ1021050153,intermittent,ma_5,ma_5,0.0091,0.0091,1.0,1.0,V6.1
CJ1021050156,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021050161,seasonal,naive_drift,naive_drift,0.35,0.35,126.0,126.0,V6
CJ1021050185,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021050206,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021050212,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1021050214,stable,optimized_des,optimized_des,0.1609,0.1609,45.01,45.01,V6.1
CJ1021050221,intermittent,winsorized,winsorized,0.0833,0.0833,7.5,7.5,V6
CJ1021050227,intermittent,ma_3,ma_3,0.1923,0.1923,10.0,10.0,V6
CJ1021050228,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1021050231,trending,optimized_des,optimized_des,0.1554,0.1554,53.62,53.62,V6
CJ1021050235,intermittent,median_5,median_5,1.4286,1.4286,80.0,80.0,V6.1
CJ1021050249,intermittent,tsb_opt,tsb_opt,0.1262,0.1262,8.17,8.17,V6.1
