通用码,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
CJ1040341380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,2,1,2,1,0,4,0
CJ1040341397,0,6,0,1,4,2,1,2,3,2,4,4,3,1,6,3,4,0,4,0,8,0,3,4,2,1,2,3,2,0,3,2,4,1,0,5,0,1,3,6,2,3,6,3,0,3,3,1,1,4,1,5,0,0,7,2
CJ1040341398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,3,1,3,1,2,3,2,2,4,0,8,6,4,6,0,2,3,2,5,4,3,1,2,4,1,2,3,1,2,0,2,5,2
CJ1040341399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,1,0,2,0,4,1,2,1,2,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
CJ1040341404,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,3,2,2,2,4,2,0,1,0,3,0,1,3,1,4,2,2,3,0,3,3,5,4,3,5,7,10,6,0,8,5,8,7,4,8,7,5
CJ1040341459,0,2,3,2,2,7,1,6,1,5,1,10,1,3,2,4,18,0,10,7,10,28,27,19,16,2,6,15,9,10,8,12,4,6,15,22,2,27,14,10,16,4,9,18,17,18,23,13,16,14,8,3,12,10,11,10
CJ1040341460,0,0,0,0,0,0,5,0,0,2,0,0,1,1,1,0,0,0,1,2,0,0,0,2,2,2,1,0,1,3,0,5,0,0,0,7,0,6,1,0,3,3,2,0,0,0,0,5,12,3,9,1,3,1,4,1
CJ1040341526,0,2,0,0,0,1,0,1,2,2,1,1,1,2,1,2,3,0,3,10,12,1,4,8,7,1,6,3,6,2,2,5,7,0,4,6,5,4,4,8,5,3,12,11,7,10,11,4,4,6,4,5,2,5,6,0
CJ1040341536,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0
CJ1040341538,2,3,6,7,5,0,4,9,4,8,8,4,5,6,10,4,2,0,6,14,9,6,5,13,8,5,4,12,5,18,7,9,14,17,10,0,28,16,22,9,9,5,13,20,5,9,18,16,17,15,8,9,0,20,15,9
CJ1040341628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,6,5,2,4,3,3,2,7,1,4,7,3,4,4,1,4,6,0
CJ1040760105,0,50,50,0,50,50,0,0,50,0,50,0,50,0,0,0,50,0,50,0,0,0,50,0,0,0,50,50,0,50,0,0,50,0,0,0,0,50,0,50,0,0,50,0,0,50,0,50,0,50,0,0,0,11,20,15
CJ1040760108,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,18,0,0,0,0,0,0,0,0,30,20,20,20,5,0,0,0,30,0,0,0,0,0,0,0,20,20,0,0,10,10,20,0,0,6,15,0,0,0,0,0
CJ1040760154,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,2,0
CJ1040760172,0,2,6,0,29,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,30,0,20,50,0,0,0,0,50,0,50,0,0,0,50,72,0,28,0,50,0,50,56,0,0,20,20,20,10,55
CJ1111051073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,200,50,50,50,50,0,50,50,50,0,32,0,0,0,50,150,0,0,0,0,0,50,0
CJ1111051075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,150,90,0,50,0,50,0,50,50,60,0,30,0,50,0,0,100,0,0,0,0,0,20,0
CJ1111051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,20,0,0,0,0,0,0,0,0,0,30,30,0,2,0,0,50,0,0,20,0,18,0,0,0,0,20
CJ1111051141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,70,26,30,180,0,461,0,0,0,0,1,0,60,40,20,20,40,55,50,0,70,20,0
CJ1111051217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,15,4,0,60,0,0,0,0,10,0,0,1,1,0,0,10,0,16,0,0,8,0,0,0,0,0
CJ1111051221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,30,30,30,30,20,60,0,60,30,30,60,40,92,0,0,0,0,0,0,10,0,0,0
CJ1111051228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,95,0,0,0,0,0,0,0,50,30,30,50,50,0,50,40,40,0,60,0,50,50,31,0,0,0,0,0
CJ1111100030,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,5,10,0,20,0,0,0,0,10,15,0,0,0,0,3,0,10,0,0,0,0,0
CJ1111220109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,20,0,30,0,70,140,50,7,0,0,30,50,0,30,40,30,0,20,0,0,30,0
CJ1111220110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,36,0,4,0,0,20,50,21,50,5,0,0,0,0,0,20,0,20,0,10,0,0,0,0
CJ1212030698,0,20,60,0,50,20,0,55,45,30,120,0,0,0,0,0,0,0,20,50,0,0,5,0,30,20,0,20,0,20,10,0,50,30,30,0,0,0,0,0,0,0,20,55,0,0,0,50,0,0,0,40,0,0,0,0
CJ1212030818,0,50,0,0,0,0,0,20,0,0,29,20,0,0,0,30,0,0,0,40,0,0,20,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,40,0,0,0,0,40,0
CJ1212031226,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,5,5,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,10
CJ1212031361,0,10,0,0,0,10,0,40,10,0,0,0,0,0,0,0,0,0,25,0,5,0,5,0,20,35,0,5,0,0,0,0,0,30,0,5,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,0,0,0,0
CJ1212031372,0,0,0,0,2,0,0,0,0,10,5,0,10,3,0,0,0,0,23,35,14,0,13,0,0,16,0,10,0,0,5,2,0,7,10,3,11,7,5,0,0,0,0,0,1,0,3,10,5,0,0,0,0,10,0,21
CJ1212031378,0,5,0,0,0,0,5,0,0,5,10,0,0,0,0,15,0,0,0,0,10,20,0,50,20,0,0,10,0,0,0,0,0,0,10,10,0,10,35,2,15,0,25,33,0,0,0,10,40,0,10,0,0,0,0,0
CJ1212031399,0,0,30,0,20,0,30,0,0,0,0,0,0,20,20,30,0,0,0,0,30,0,0,5,0,30,0,20,0,0,30,0,0,0,0,0,40,0,20,0,0,65,0,0,30,0,60,0,0,30,0,2,30,10,30,0
CJ1212031529,0,20,0,0,20,0,50,20,0,5,0,45,0,0,0,20,20,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CJ1212031552,0,0,0,4,0,0,0,30,0,0,30,0,0,0,20,0,0,10,15,0,0,10,10,0,0,10,0,0,0,10,0,13,20,0,0,0,0,0,0,0,0,10,0,5,0,2,10,0,20,0,0,10,0,0,0,0
CJ1212031895,0,20,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,30,20,40,0,5,0,0
CJ1212031913,0,30,5,20,60,5,10,50,25,50,25,35,35,0,20,0,0,0,0,30,0,0,40,0,0,10,0,20,20,0,0,10,0,5,20,0,10,0,0,0,0,0,10,0,0,0,5,20,50,0,0,0,0,10,0,0
CJ1212031940,0,57,0,5,10,35,5,0,10,30,0,0,0,25,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0
CJ1212031949,0,30,0,0,0,10,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12,0,0,1,0,20,0,10,6,0,0,0,20,0,0,10,0,0,20,0,0,0,0,0,13,0
CJ1212031968,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,20,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,5,20,20,12,0,0,0,20,0,0,0,0,0,0,0,5,0
CJ1212031981,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,5,0,0,0,0,0,0,0,0,20,14,0,0,0,0,0,20,1,0,20,10,0,30,0,20,0,0,0,0,0,0,0,0,0
CJ1212031988,0,0,0,0,0,0,0,0,9,15,25,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,10,0,17,0,0,0,10,0,0,10,0,5,0,0,6,0,2,5,0,12,0,0,0,2
CJ1212031995,0,30,20,5,15,35,50,25,20,50,30,20,20,30,10,70,0,0,0,0,10,10,20,30,15,0,0,20,30,5,0,0,10,0,10,0,10,0,10,0,0,0,15,0,20,0,5,20,0,0,15,0,0,0,0,20
CJ1212031997,0,0,0,0,2,0,5,0,0,20,10,0,10,1,20,0,0,0,0,35,20,5,15,0,0,20,10,7,10,15,3,15,7,0,50,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15
CJ1212032036,130,280,103,160,190,75,160,320,137,115,214,360,89,180,50,120,100,10,120,120,230,100,260,80,60,140,110,200,150,180,70,150,80,140,60,80,0,120,20,40,100,115,150,95,70,40,80,0,40,0,40,30,0,10,40,50
CJ1212032040,0,0,10,20,0,0,5,15,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0
CJ1212032064,0,30,0,0,0,0,10,20,0,10,11,0,6,16,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,15,0,0,0,15,6,0,0,0,5,0,0,0,0,2
CJ1212032078,30,75,85,15,15,65,50,80,60,30,50,100,50,120,40,0,10,0,35,90,20,25,100,55,30,60,65,75,60,30,3,7,0,5,30,62,13,80,0,20,15,10,90,15,70,75,0,30,50,40,0,60,10,0,5,0
CJ1212032086,0,0,30,0,10,20,0,10,35,5,20,20,0,5,10,10,0,0,0,10,0,20,0,5,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,10,5,20,0,10,5,0,20,22,0,0,0,0
CJ1212032088,0,10,0,10,10,0,30,5,0,0,0,0,0,0,0,20,0,0,45,0,0,20,5,0,20,0,0,0,10,0,0,20,20,0,0,0,30,10,0,20,0,20,0,0,0,5,20,0,0,0,0,0,0,0,0,0
CJ1212032097,0,11,0,0,0,0,10,5,20,5,0,20,0,0,0,0,0,0,0,5,0,0,10,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0
CJ1212032104,15,80,20,30,40,30,0,20,50,60,20,40,20,20,0,20,50,0,49,30,30,0,35,0,0,20,20,90,0,20,20,11,45,80,0,25,30,40,20,10,20,40,0,0,20,40,20,10,0,20,11,10,20,10,0,0
CJ1212032149,0,10,0,0,15,0,0,0,0,32,0,0,0,0,0,20,0,0,0,60,5,0,5,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,50,0,0,0,0,0,0,0,30,0,20,0,0,15,0,0,0,0
CJ1212032194,20,30,0,25,70,0,0,70,0,50,90,0,0,110,0,20,20,0,20,20,5,25,10,40,0,20,50,0,10,50,10,5,20,30,20,10,55,30,20,0,0,30,50,0,0,20,20,0,0,0,0,0,20,0,0,0
CJ1212032201,0,0,0,0,3,5,0,0,32,10,5,10,10,0,0,0,0,0,18,0,20,5,5,0,0,0,0,5,0,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CJ1212032203,0,30,0,30,50,0,70,50,0,20,40,90,20,30,10,90,40,0,110,0,90,95,115,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212032216,0,8,30,0,45,5,20,64,0,10,10,58,0,20,2,20,40,0,38,2,60,40,15,20,10,20,50,35,50,55,0,15,0,10,30,5,85,0,0,0,15,35,20,50,30,30,30,30,60,0,10,50,0,40,0,30
CJ1212032235,0,0,0,5,10,0,20,5,0,0,0,0,20,0,0,0,0,0,4,0,5,5,5,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,2,0,10,1,10,0,5,0,0,3,5,14
CJ1212032238,0,0,0,0,0,0,0,17,0,0,0,0,10,0,0,0,0,0,20,25,10,0,10,0,0,10,0,0,0,0,0,0,0,20,0,5,0,10,10,0,20,0,10,0,0,12,0,0,30,0,0,20,0,20,5,0
CJ1212032250,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,40,0,0,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,10,10,10,0,10,0,0,0,0,0,20,0,0,20,0
CJ1212032251,0,20,0,0,0,0,0,1,0,10,0,0,0,0,0,0,15,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212032263,0,0,20,0,50,0,10,0,80,0,0,20,30,5,0,45,10,0,0,10,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0
CJ1212032264,0,2,10,30,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,5,0,0,0,0,10,0,0,0,0,20,0,0,20,0,0,0,0,0,0,10,20,0
CJ1212032273,5,30,0,90,60,5,0,70,100,15,10,90,30,0,0,10,25,5,90,10,40,50,10,90,25,15,20,70,0,40,25,50,10,15,0,20,0,20,15,10,0,30,35,0,0,0,0,0,0,0,10,20,0,0,0,0
CJ1212032287,0,0,0,0,0,20,0,0,5,0,0,15,0,0,35,0,0,0,0,20,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,20,0,0,0,0,0,0,0,5,0
CJ1212032291,0,10,0,30,0,45,8,30,10,0,45,0,0,46,10,0,0,0,0,35,0,0,10,20,15,0,26,5,10,8,0,10,5,20,0,20,0,30,0,15,0,5,0,0,0,8,0,20,10,10,0,5,30,0,0,0
CJ1212032307,12,10,28,0,0,0,0,0,0,5,0,0,5,0,5,25,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,0,0,0,10,0,6,0,0
CJ1212032371,10,0,0,0,0,0,0,10,0,15,0,0,10,0,10,0,0,0,0,5,20,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0
CJ1212032376,0,20,0,0,22,0,50,60,20,20,60,30,0,15,10,20,0,15,10,35,0,0,0,10,0,10,0,40,8,0,0,20,30,0,42,0,8,0,10,0,15,30,0,11,0,34,15,0,35,0,0,7,0,0,0,3
CJ1212032399,0,0,0,0,18,0,17,0,0,20,20,0,2,10,0,2,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CJ1212032417,5,65,40,30,80,25,20,20,50,15,15,60,0,80,0,0,5,0,0,10,80,20,36,30,30,54,0,50,30,20,0,32,10,40,0,30,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CJ1212032425,0,20,5,0,0,30,10,0,30,0,0,20,0,5,0,45,0,5,0,5,0,0,0,1,10,10,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,10,0,5,0,0,5,20,5,0,0,0,0,0,0,0
CJ1212032426,0,40,10,50,10,0,30,0,15,0,0,30,0,80,10,0,10,0,35,20,30,0,30,30,0,0,0,0,20,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212032428,20,0,0,0,0,30,0,0,0,5,5,20,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CJ1212032436,0,45,0,0,0,0,0,10,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,20,0
CJ1212032443,50,50,40,0,0,100,50,0,50,0,50,0,50,0,0,50,20,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212032444,0,10,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,5,15,0,20,0,0,0,0,0,10,0,0,0,10,0,0,20,10,0,0,0,0,3,10,10,0,0,0,10,18,0,5,10,0,5,0,5,0
CJ1212032446,0,0,15,0,10,0,10,0,0,0,0,0,0,20,0,0,0,0,5,20,0,0,20,10,0,10,0,20,0,0,0,0,0,10,0,5,0,0,10,20,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0
CJ1212032449,0,0,0,0,0,30,0,20,0,0,0,20,20,0,0,0,20,0,0,10,20,0,10,0,0,0,62,0,0,20,0,5,20,0,5,0,20,10,20,0,0,0,0,0,0,20,30,0,0,0,10,0,0,0,5,0
CJ1212032452,10,0,40,0,0,0,2,25,15,20,0,0,50,15,20,10,10,0,10,40,0,33,30,20,0,0,40,60,0,60,0,40,0,0,0,0,30,25,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,40,0
CJ1212032501,0,0,0,5,0,5,8,10,0,0,0,0,0,0,8,0,0,0,10,10,0,0,5,0,0,0,5,3,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
CJ1212032503,0,0,0,0,0,26,0,0,0,0,0,0,0,27,5,0,2,0,10,0,20,2,0,5,0,20,9,40,0,0,5,0,5,0,15,26,5,0,30,24,10,0,20,67,0,0,0,15,0,0,0,40,0,0,20,0
CJ1212032515,0,10,0,0,0,0,0,0,0,5,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,10,0,0,0,0,0,0,0
CJ1212032521,30,0,35,50,60,55,30,70,60,20,40,20,30,0,0,20,80,0,0,60,40,75,25,30,20,0,40,90,0,98,22,32,60,90,30,10,50,130,90,20,30,50,20,118,70,70,100,30,70,40,40,80,30,0,120,10
CJ1212032523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,15,5,0,0,0,0,30,0,5,0,30,15,0,20,6,0,24,0,0,30,0,0,0,10,0,15,0,0,5
CJ1212032536,0,0,0,0,15,0,10,0,50,0,10,30,0,30,0,0,0,0,15,1,0,0,0,20,0,0,0,20,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CJ1212032538,0,10,10,0,0,5,20,10,20,0,30,0,20,10,20,20,0,0,0,30,0,30,20,5,0,0,10,0,15,0,0,0,20,30,0,0,25,0,0,20,10,15,10,0,0,10,0,0,10,0,0,15,0,0,0,0
CJ1212032548,0,0,0,0,0,0,15,0,0,0,20,0,0,0,10,10,10,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,15,0,3,0,0,6,0,5,0,0,0,0,0,0,2
CJ1212032576,0,0,0,10,0,0,0,20,20,0,1,0,0,0,5,0,0,0,0,0,0,0,10,19,0,0,0,10,0,20,0,0,10,20,0,5,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0
CJ1212032581,0,10,5,0,5,0,0,0,0,0,15,10,5,5,10,10,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0
CJ1212032597,0,0,0,0,20,2,3,0,0,0,7,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,4,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,5,0,0
CJ1212032615,0,5,15,0,0,10,26,0,30,15,0,0,0,0,0,19,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
CJ1212032672,0,0,10,0,5,0,0,5,5,0,15,0,20,0,0,0,0,5,0,1,5,5,0,30,9,5,2,0,0,0,0,0,0,0,0,0,0,10,5,0,4,0,10,0,0,0,14,0,0,0,0,0,0,0,5,0
CJ1212032684,0,0,0,0,10,15,0,0,8,17,0,0,0,20,0,0,0,0,10,20,20,30,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,15,20,15,15,0,20,10,0,0,0,20,0,0,0,0,0
CJ1212032708,0,20,0,0,0,0,10,10,0,0,10,0,0,0,0,0,5,0,15,0,0,0,0,0,10,5,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212032722,0,50,5,10,55,20,0,0,30,20,0,0,0,0,0,0,0,0,10,90,10,3,5,30,0,0,30,30,0,0,20,0,0,0,0,0,20,35,0,20,0,10,0,0,10,0,30,0,20,20,0,20,0,0,10,0
CJ1212032727,0,10,0,0,15,0,0,0,25,0,0,0,0,0,10,10,0,0,3,20,7,0,0,0,0,0,25,0,0,0,20,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
CJ1212032728,0,0,10,0,0,0,20,30,0,0,0,0,30,20,0,20,0,0,10,30,10,40,10,50,0,50,0,75,20,0,0,55,0,0,35,0,30,50,0,20,52,13,0,30,0,0,0,28,10,60,20,0,0,0,10,0
CJ1212032729,5,50,98,20,50,60,60,70,10,40,0,50,46,0,35,60,5,0,20,6,8,20,0,40,20,31,0,0,30,10,0,0,20,0,40,0,0,0,69,0,30,20,20,30,50,20,0,20,50,0,0,0,20,30,0,0
CJ1212032799,0,50,10,0,0,0,0,0,30,10,0,10,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,10,0,0,0,0
CJ1212032943,0,80,2,50,0,13,0,20,15,20,0,0,0,0,0,0,20,0,0,0,70,0,5,30,20,0,0,0,0,0,0,0,30,0,0,0,10,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212032946,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,15,2,0,15,0,20,3,5,32,25,0,0,2,0,0,20,2,0,26,0,0,25,25,0,20,5,5,40,1,0,15,5,20,7,0,5,5
CJ1212032958,0,35,50,20,0,60,30,15,20,30,0,70,0,20,0,30,0,0,15,40,0,0,50,0,0,20,40,0,0,5,0,0,0,5,45,1,32,30,0,0,25,1,24,0,0,20,0,20,50,0,0,0,0,0,20,0
CJ1212032959,0,0,33,0,0,15,22,20,0,5,20,20,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,5,45,0,0,0,0,0,0,0,0,5,30,53,0,50,0,0
CJ1212032972,0,5,0,0,5,5,0,10,0,15,0,35,0,0,0,0,10,0,0,0,0,0,0,0,5,0,10,0,5,5,0,5,0,5,5,5,5,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0
CJ1212033035,10,30,0,50,20,20,0,0,20,20,0,2,10,0,0,20,0,0,5,0,40,2,5,0,20,0,0,0,0,0,20,20,10,10,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,20,0,0,0,0,5,0
CJ1212033036,0,0,0,0,50,0,0,50,50,100,50,100,20,0,0,0,0,50,0,50,0,40,40,50,50,0,0,1,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212033042,0,10,70,0,0,20,20,25,10,25,0,30,50,0,10,0,10,0,10,20,50,0,10,0,0,0,50,0,0,10,0,50,50,20,20,50,20,0,0,0,10,0,30,0,0,40,50,30,0,0,0,30,0,0,20,0
CJ1212033079,50,0,30,70,0,0,30,0,0,5,0,40,0,0,10,0,0,0,50,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CJ1212033089,0,20,0,0,0,0,10,15,37,0,0,1,20,20,0,0,0,0,0,35,0,25,7,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CJ1212033111,5,0,45,0,0,0,0,0,0,40,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,90,110,0,236,130,130,210,60,260,130,60,80,0,200,210,150,70,50,30,230,70
CJ1212033182,0,20,0,0,0,20,50,20,50,0,20,50,30,0,0,50,40,0,50,0,0,0,50,0,0,0,0,50,0,50,0,0,0,50,0,0,50,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1212033334,30,0,0,0,0,50,30,1,69,40,0,40,0,20,50,30,5,5,60,50,0,70,30,50,100,0,40,110,150,50,100,0,120,120,30,80,70,70,40,30,10,30,50,20,30,70,30,0,20,30,20,30,0,20,50,30
CJ1212033343,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,10,20,20,10,0,20,0,20,0,0,20,20,20,20,0,0,20,0,20,0,30,0,0,0,20,0,0,0,20,0
CJ1212033395,0,0,5,0,0,0,5,0,0,30,0,3,3,0,4,0,5,0,5,0,0,0,2,5,0,13,0,20,0,0,0,0,30,0,20,0,10,10,0,10,10,0,10,0,1,20,0,0,0,0,20,0,0,0,12,0
CJ1212033409,0,150,0,0,0,0,100,0,150,0,0,250,0,0,0,0,200,0,30,150,50,40,0,0,50,0,50,100,0,0,0,0,0,0,0,30,20,0,146,0,170,80,0,0,170,0,0,0,70,0,0,150,0,0,140,42
