通用码,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
CJ1010480297,0,10,0,0,0,4,8,0,0,6,8,0,4,0,10,0,0,0,0,4,0,12,0,16,0,8,12,0,4,0,0,0,0,0,0,0,0,0,24,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480366,0,0,0,8,0,8,0,4,0,0,8,8,0,0,8,8,0,0,0,0,8,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480368,0,12,16,24,16,4,12,0,12,0,24,0,0,0,64,0,48,0,0,24,0,16,16,20,20,24,0,8,28,20,0,40,4,60,0,0,0,4,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480369,0,0,0,0,0,20,0,0,0,12,8,0,0,0,12,0,0,0,0,16,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480385,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,20,0,40,0,0,16,0,0,8,0,8,0,0,0,0,0,0,8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,8,12,0,4,0,20,0,0,0,0,2,0,0,0,0,2,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0
CJ1010480387,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,18,20,16,16,12,0,20,0,40,0,0,0,0,0,0,30,0,40,20,40,0,0,0,0,0,0,0,0,10,0,10,0,0
CJ1010480389,0,0,120,20,80,48,0,40,0,40,72,40,56,0,76,112,0,0,0,60,20,20,160,60,104,60,40,60,40,80,0,0,190,160,0,120,120,0,59,141,0,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480397,0,0,2,4,0,4,0,0,0,4,0,8,0,0,8,16,32,0,0,4,0,0,8,40,32,0,20,8,28,0,0,0,31,8,0,12,12,16,20,20,28,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480426,0,8,0,0,0,4,4,0,0,5,9,0,0,0,0,2,0,0,0,8,0,0,8,0,4,8,6,0,4,10,0,0,24,0,0,8,0,8,20,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480434,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,4,16,0,0,0,4,2,0,0,8,0,0,8,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,16,16,12,0,0,4,0,0,16,12,0,20,32,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480478,0,0,80,32,40,0,40,40,0,44,25,21,8,0,116,40,88,0,0,56,120,8,80,84,100,32,80,40,92,0,0,80,100,80,0,80,80,4,20,16,0,0,160,0,40,0,0,0,208,0,0,0,38,18,8,0
CJ1010480487,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,4,32,0,0,8,0,16,4,0,12,0,4,4,4,0,18,0,20,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010480534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,10,0,0
CJ1010490031,0,0,0,5,5,15,0,1,1,13,5,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
CJ1010490054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,8,0,0,0,29,0,6,13,7,0,0,0,0,21,5,5,1,0,10,0,8,0,30,0,2,0,0,0,18,0,0
CJ1010490077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,6,11,25,3,0,0,0,0,50,0,0,0,27,21,0,0,71,11,20,0,0,0,43,21,0
CJ1010490079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,50,0,150,0,0,0,25,20,0,41,0,50,20,0,31,35,1
CJ1010490081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,6,2,0,0,2,0,0,20,0,5,20,4,20,0,0,0,0,41,0
CJ1010510004,1,0,1,0,1,0,0,1,0,0,0,4,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010510047,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,4,0,1,1,2,1,1,1,0,1,2,0,1,1,0,2,1,0,1,2,0,0,2,3,0,0,1
CJ1010510048,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
CJ1010510055,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
CJ1010510056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,8,0,1,0,4,2,2,5,0,3,0,1,2,0,2,2,1,1,2,1,0,0,0,1,1
CJ1010510063,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CJ1010510064,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CJ1010510066,0,2,1,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
CJ1010510067,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1,2,1,1,0,2,3,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CJ1010510074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,2,1,0,1,0,1,2,5,0,2,1,1,2,0,0,0,0,0,0
CJ1010510079,1,3,2,0,3,4,3,2,4,5,3,3,5,0,2,1,7,1,4,5,7,6,5,2,3,5,0,2,2,3,0,2,0,3,1,0,0,2,1,1,1,1,1,0,0,0,0,0,2,2,2,3,0,0,3,0
CJ1010510093,0,1,0,3,1,0,1,0,2,1,1,2,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,3,0,1,2,0,2,1,0,2,1,3,1,0,1,3,0,1,4,0,0,2,0
CJ1010510094,0,1,3,0,1,2,1,5,5,0,1,4,3,0,2,0,3,0,1,0,1,0,2,0,3,1,3,1,1,3,2,3,4,2,0,0,0,3,0,3,0,3,0,7,3,6,2,3,2,2,2,0,0,0,3,0
CJ1010510097,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,0,1,0,0,2,2,0,1,3,0,0,4,0,1,1,2,0,1,0,1,0,0,0,0
CJ1010510100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,1,3,1,13,8,3,5,5,4,7,3,5,0,1,7,2,6,3,2,0,6,1
CJ1010510103,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,2,5,2,0,2,2,2,0,2,0,0,0,1,2,1,2
CJ1010510104,0,0,0,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,1,2,2,0,1,1,0,1,1,0,0,2,0,3,0,0,2,1,0,0,0,0,1,0,3,3,1,1,1,0,1,1,1,0,1,0
CJ1010510111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,2,0,1,1,1,2,0,0,1,0
CJ1010510117,0,2,1,2,1,2,1,3,0,6,0,0,5,1,2,1,2,0,3,0,1,1,1,0,2,7,2,7,15,10,4,10,11,6,14,10,13,9,14,12,13,15,7,15,13,11,17,7,15,7,11,11,8,4,8,2
CJ1010510118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,1,0,2,1,0
CJ1010510127,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,1,1,2,0,1,0
CJ1010510128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,1
CJ1010510130,0,0,0,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,2,1,0,1,1,2,0,1,0,2,2,1,1,1,1,3,3,0,1,3,0,1,2,0,2,2,0,1,1
CJ1010510133,0,1,0,0,3,2,2,2,0,0,3,1,0,1,5,2,7,0,1,0,2,3,0,3,3,0,0,1,0,1,1,2,1,3,0,6,3,3,8,5,5,4,7,0,3,3,5,3,4,0,1,3,3,1,4,0
CJ1010510136,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,1
CJ1010510140,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
CJ1010510141,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,2,1,1,0,3,0,4,1,1,0,1,2,3,0,2,0,1,1,2,1,0,0,0,2,2,1,1,2,4,1,1,0,3,1,1
CJ1010510146,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,1,0,1
CJ1010510147,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,2,2,1,1,3,2,0,2,0,0,3,1,1,3,0,1,0,1,3,1,2
CJ1010510148,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,1,3,1,0,0,1,5,0,0,0,2,4,0,0,3,2,0,1,2,0,2,0,0,0,1,1,2,0,0,0,1
CJ1010510151,2,4,2,4,1,2,3,3,2,1,3,3,3,1,1,0,1,0,0,1,3,0,1,3,0,2,0,2,0,2,0,3,5,5,2,4,2,4,1,4,3,1,5,6,2,2,3,2,1,1,1,2,0,3,1,1
CJ1010520098,0,0,2,1,0,0,1,0,0,4,0,0,0,0,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010520165,0,4,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,10,2,1,0,7,4,1,5,6,5,1,3,6,0,8,5,0,1,1,3,0,5,4,6,0,4,2,2,2,3,3,3,1,1,3,2,2
CJ1010520186,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
CJ1010520297,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,2,0,1,0,1,1,1,0,0,1,2,0
CJ1010520299,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,1,0,0,1,0
CJ1010520302,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,1
CJ1010520303,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CJ1010520318,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,1,0,2,2,0,1,0,2,1,0,2,1,2,0,1,0,2,0,0,2,1,0,0,2,1,1,0,3,0,2,0,0
CJ1010520319,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2,2,1,2,2,0,0,1,0,0,1,2,0,0,2,1,1,0,2,1,3,3,0,3,1,1,0,2,4,0,1,1,0,1,2,1
CJ1010520352,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
CJ1010520384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0
CJ1010550017,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,4,12,12,4,20,0,4,10,0,0,24,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1010550023,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,4,0,0,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CJ1021050036,60,0,60,0,0,30,30,60,0,0,90,0,0,30,60,0,30,0,0,100,0,0,0,50,0,50,0,90,0,0,30,100,0,50,0,30,50,30,130,0,30,130,0,50,80,30,100,0,50,30,50,0,0,0,0,0
CJ1021050037,0,100,0,99,50,100,0,100,0,50,50,50,0,30,99,0,50,0,0,50,0,50,0,80,30,30,80,50,80,100,100,0,50,50,130,50,100,100,130,50,100,0,180,100,150,50,30,50,50,100,0,140,139,120,0,30
CJ1021050058,0,0,0,50,99,0,0,100,0,0,0,0,50,0,50,0,50,0,0,0,50,0,50,0,50,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,100,100,100,0,50,0,50,100,0,0,100,0,0
CJ1021050059,100,0,0,0,0,150,0,0,50,50,0,0,100,0,0,0,0,0,50,0,0,50,50,50,0,50,0,0,100,0,100,0,0,0,0,0,0,100,0,100,50,150,100,50,100,100,0,100,50,50,0,50,0,50,50,0
CJ1021050078,300,650,200,300,298,150,200,300,300,400,0,100,0,0,0,0,0,0,100,100,0,150,50,100,0,600,150,200,550,100,100,30,0,0,0,0,150,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1021050080,0,99,295,0,230,0,100,0,100,130,149,100,100,100,100,100,50,0,200,0,50,100,100,100,150,150,0,100,50,200,0,100,50,150,100,100,200,180,100,250,200,200,250,250,250,350,100,150,200,250,200,100,100,250,150,80
CJ1021050081,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,30,0,0,0,30,0,0,30,0,0,30,0,0,30,0,0,0,0,30,0
CJ1021050082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,30,30,0,50,110,0,50,60,30,0,30,0,50
CJ1021050087,0,0,0,0,0,0,0,5,5,0,0,0,5,0,5,0,15,0,0,0,0,0,0,0,0,20,0,0,5,20,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0
CJ1021050115,0,0,0,0,0,30,0,30,0,0,0,0,30,0,0,30,0,0,0,0,30,0,0,30,0,30,0,0,30,30,0,0,30,0,29,0,0,30,0,30,0,30,90,0,60,0,0,30,30,30,0,30,0,59,60,0
CJ1021050117,0,30,30,30,0,0,30,0,0,60,0,0,0,0,30,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,0,0,0,29,0,0,30,0,30,30,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
CJ1021050118,50,0,150,150,150,0,0,0,50,100,49,50,0,100,100,0,0,0,50,0,0,0,50,50,0,50,0,0,0,50,0,0,0,0,0,100,0,0,50,100,0,100,0,0,100,100,50,0,50,150,0,0,0,50,100,0
CJ1021050120,0,100,148,0,150,0,100,50,100,150,100,125,100,100,100,0,100,0,50,150,0,100,150,100,100,100,0,100,50,94,0,50,100,100,100,100,100,50,210,100,100,200,0,100,100,300,200,100,50,150,100,100,100,150,100,100
CJ1021050123,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,30,0,30,0,0,30,0,50,0,0,0,30,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,0,0,30,0,30,30,0,0,0
CJ1021050129,30,0,0,0,50,0,0,0,0,30,0,0,50,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,0,50,0,0,50,30,0,0,50,0,0,0,0,0,0,130,0,50,0,80,0,0,0,0,0,30,60
CJ1021050131,0,0,0,0,60,30,0,30,0,30,50,0,30,0,60,0,50,0,0,0,80,0,0,0,60,0,80,0,30,60,0,50,80,0,60,0,50,0,80,0,150,0,100,0,100,0,0,50,0,60,50,0,0,90,0,30
CJ1021050141,30,0,60,30,0,30,0,0,30,0,30,0,30,0,30,30,0,0,0,30,0,0,50,0,0,0,50,0,30,55,50,0,50,0,0,0,90,0,60,50,0,40,50,100,0,0,50,40,0,80,0,60,0,0,0,30
CJ1021050142,0,100,150,0,228,0,150,80,150,98,100,100,150,100,50,100,100,0,150,70,100,100,50,200,100,200,0,100,199,29,149,100,0,100,100,50,200,140,250,200,150,250,279,100,350,200,200,150,200,200,100,250,200,150,335,0
CJ1021050153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,0,80,0,0,0,0,50,0,0,30,0,30,30,30,30,0,60,0,0,0,60,0,60,60,0,80,50,0,50,0,0,90,0,91,0
CJ1021050156,0,30,30,0,30,0,0,0,0,60,0,0,0,0,30,0,30,0,0,30,0,0,0,0,0,0,30,0,0,0,30,0,0,0,60,0,0,0,0,30,0,60,0,0,0,50,0,0,0,0,60,0,0,0,0,0
CJ1021050161,0,140,0,100,100,50,50,50,50,150,0,100,0,50,80,200,0,0,100,0,90,50,100,100,0,100,100,0,100,0,100,0,100,0,100,0,100,100,100,130,120,100,100,250,150,100,200,200,100,200,120,100,100,100,100,110
CJ1021050185,0,0,0,30,0,0,30,0,0,0,0,29,0,0,0,30,0,0,0,0,60,0,30,30,0,30,50,0,0,30,60,0,0,30,30,0,90,0,0,0,30,90,0,30,0,90,30,60,0,60,0,60,0,90,0,0
CJ1021050206,0,50,100,0,100,0,50,30,30,0,80,0,50,0,0,30,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
CJ1021050212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,50,0,0,50,0,0,50,0,30,50,0,50,0,30,0,0,60,0,0,60,90,0,0,0,60,0,0,0,80,0,0,0,80,0,0
CJ1021050214,128,0,50,80,100,50,50,80,80,100,100,0,100,50,130,0,100,0,0,150,0,100,50,100,100,0,50,100,100,99,0,50,100,100,50,50,100,180,0,150,100,200,130,100,50,50,100,100,100,100,50,80,50,50,100,0
CJ1021050221,0,30,0,30,0,0,30,0,0,30,0,0,0,30,0,0,0,0,0,30,0,0,30,0,0,30,30,0,0,30,0,0,0,0,30,0,30,0,0,0,0,0,60,0,0,0,0,30,0,30,0,0,0,30,0,0
CJ1021050227,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,30,0,0,30,0,0,30,0,0,0,60,0,0,0
CJ1021050228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,30,150,0,0,0,100,100,100,0,100,50,0,50,50,0,0,0,100,100,0,100,0,0,100,100,0,0,0,0,0,0,50,0,0,50,0,0
CJ1021050231,100,0,50,100,100,50,150,0,100,100,50,100,100,0,100,100,0,0,100,0,0,100,0,150,100,100,100,0,100,100,100,0,100,100,0,100,100,200,100,150,150,200,100,400,300,200,100,200,150,200,150,200,50,100,249,0
CJ1021050235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,60,50,0,0,50,0,50,50,30,0,140,0,0,0,90
CJ1021050249,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,30,0,30,30,0,0,59,0,0,50,0,0,0,0,80,0,0,0,0,0,0,0,30,0,0,60,0,0
CJ1021050261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,50,0,50,0,50,0,0,80,0,0,0,0,0,90,0,0,0,30,60,0,0,0,0,0,0,30,0,0,60,0,0
CJ1021050265,0,300,450,200,200,100,400,300,300,250,400,200,200,200,300,200,0,0,150,400,150,350,350,500,50,250,100,300,200,150,100,300,300,250,500,650,0,200,600,450,350,350,200,350,100,250,200,50,100,200,200,200,0,200,350,100
CJ1021050274,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,50,0,50,0,50,0,30,50,0,0,0,0,0,0,0,0,0
CJ1021050291,0,0,0,100,0,0,0,50,50,50,0,0,50,0,100,0,50,0,0,100,0,50,0,50,0,100,100,0,0,98,0,0,0,100,0,100,0,100,100,200,100,100,100,200,100,200,100,100,150,100,100,100,0,100,150,0
CJ1021050318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,50,0,0,0,0,0,50,0,0,50,0,29,60,50,100,150,0,0,100,0,0,0,0,0,0,0,0,0,0,0
CJ1021060037,0,0,0,0,0,30,0,50,0,0,50,0,0,0,30,80,0,0,0,30,0,30,60,0,30,30,60,0,0,49,30,60,30,50,0,90,0,0,90,90,0,0,90,30,0,0,0,0,0,50,0,50,0,59,0,0
CJ1021060073,0,0,0,0,0,30,0,49,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,29,0,0,30,0,0,0,0,29,0,0,0,30,0,60,0,0,0,0,60,0,0,0,30,0,0,0,90,0,0
CJ1021060093,0,0,0,0,0,0,50,0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,0,30,0,30,0,0,30,0,0,60,0,0,0,30,0,30,0,30,100,0,0,0,0,0,0,30,0,30,0,0,0,60,0,0
CJ1021060096,0,0,0,0,60,0,0,0,0,0,30,0,0,0,30,30,0,0,0,30,0,0,60,0,0,60,0,0,60,0,50,0,30,0,60,0,0,0,0,50,0,0,0,0,50,0,60,0,0,0,90,0,60,0,0,0
CJ1021060169,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,30,0,0,0,30,0,30,0,30,0,30,0,0,49,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0
CJ1021210023,0,0,100,100,187,100,100,0,100,200,0,200,100,0,300,0,0,0,100,100,100,150,100,0,200,100,0,100,100,0,0,50,200,0,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1021210024,7,100,100,100,0,100,100,0,100,100,0,100,100,100,100,100,0,0,0,0,100,100,100,0,100,0,100,100,0,100,0,100,0,0,50,50,200,100,0,0,150,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
CJ1022130020,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,50,0,50,0,69,0,0,50,0,0,0,0,50,0,0,0,50,100,0,0,50,0,50,0,0,0,95,0,0
CJ1022130180,0,0,50,0,50,0,50,0,50,0,50,0,50,0,100,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,0,0,0,50,0,50,0,50,0,50,57,0,0,50,100,100,50,0,100,0,93,0,50,150,0,100
CJ1022130200,100,150,50,150,0,300,0,0,0,250,100,100,100,100,150,50,0,0,50,150,100,100,150,100,150,0,50,50,100,50,0,0,184,100,50,50,50,100,250,150,50,164,100,50,100,100,100,50,50,50,100,100,0,150,100,50
CJ1022130209,0,0,0,0,0,0,50,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,48,100,0,100,0,0,150,0,0,0,100,0,50
CJ1022130246,0,0,300,0,100,50,0,0,0,50,0,0,0,0,0,200,50,0,0,50,50,100,100,0,150,0,0,0,100,50,0,100,100,0,186,0,50,0,0,100,214,50,200,200,100,50,200,50,0,50,50,50,50,150,50,0
CJ1022130389,0,0,350,250,50,200,300,400,200,50,0,100,450,300,200,200,250,0,150,370,100,300,100,10,0,390,100,350,150,100,700,150,50,150,500,100,350,350,400,50,250,450,550,350,0,0,0,100,100,200,150,200,150,250,400,250
CJ1022130418,150,99,100,150,0,100,350,100,200,150,300,200,100,150,100,100,50,0,50,150,150,250,0,350,200,200,150,150,200,150,50,300,200,200,350,249,350,200,399,500,300,300,350,349,300,200,200,200,200,150,250,100,100,200,500,50
CJ1040200008,586,934,954,810,784,280,336,644,784,588,84,112,84,28,28,28,112,0,161,0,0,392,0,336,588,924,868,588,1176,196,140,336,0,56,56,148,56,140,84,0,84,84,0,56,112,0,28,0,0,0,0,0,0,0,0,0
